# 11, 12, 21, 22, 31, 32
    67.833,     91.300,     77.517,     81.517,     74.767,     79.483
    70.917,     87.833,     74.000,     84.567,     75.100,     81.417
    74.083,     87.000,     75.417,     81.067,     76.667,     82.567
    74.433,     88.850,     73.600,     84.683,     74.833,     81.100
    71.567,     77.717,     67.633,     82.467,     70.200,     76.433
    70.750,     77.367,     65.583,     81.300,     67.450,     74.000
    45.000,     51.083,     40.733,     56.000,     43.000,     50.300
    13.433,     34.483,     24.633,     40.000,     26.633,     35.317
    61.017,     66.700,     59.233,     74.667,     59.633,     67.367
